Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
pacman-system2,model,GhostTest,testSetColour,4,1,0
pacman-system2,model,GhostTest,testSetAndGetName,4,1,0
pacman-system2,model,GhostTest,testEat,8,1,0
pacman-system2,model,GhostTest,testGetScore,3,1,0
pacman-system2,model,GhostTest,testChangeState,2,1,0
pacman-system2,model,GhostTest,testGotEaten,2,1,0
pacman-system2,model,GhostTest,testReduceWaitingSeconds,2,1,0
pacman-system2,model,LevelTest,setUp,4,1,0
pacman-system2,model,LevelTest,testGetInstance,3,1,0
pacman-system2,model,LevelTest,testNextLevel,6,1,0
pacman-system2,model,LevelTest,testGetLevel,3,1,0
pacman-system2,model,LevelTest,testGetSecondsPerCoin,3,1,0
pacman-system2,model,LevelTest,testEquals,3,1,0
pacman-system2,model,MapObjectContainerTest,setUp,7,1,0
pacman-system2,model,MapObjectContainerTest,testGet,3,1,0
pacman-system2,model,MapObjectContainerTest,testGetAll,3,1,0
pacman-system2,model,MapObjectContainerTest,testRemove,4,1,0
pacman-system2,model,MapObjectContainerTest,testAdd,3,1,0
pacman-system2,model,MapObjectContainerTest,testIterator,3,1,0
pacman-system2,model,MapObjectContainerTest,testContains,5,1,0
pacman-system2,model,MapTest,setUp,4,1,0
pacman-system2,model,MapTest,testGetInstance,3,1,0
pacman-system2,model,MapTest,testReset,6,1,0
pacman-system2,model,MapTest,testGetPositionContainer,3,1,0
pacman-system2,model,MapTest,testGetPositionByDirectionIfMoveableTo,4,1,0
pacman-system2,model,ScoreTest,setUp,6,1,0
pacman-system2,model,ScoreTest,testGetScore,3,1,0
pacman-system2,model,ScoreTest,testAddToScore,6,1,0
pacman-system2,model,ScoreTest,testEquals,3,1,0
pacman-system2,model.event,Process,getTiming,0,1,0
pacman-system2,model.event,Process,getStartupDelay,0,1,0
pacman-system2,model.event,Process,onLoad,0,1,0
pacman-system2,model.event,Process,run,0,1,0
pacman-system2,model.event,RendererProcess,getTiming,4,1,0
pacman-system2,model.event,RendererProcess,getStartupDelay,3,1,0
pacman-system2,model.event,RendererProcess,onLoad,3,1,0
pacman-system2,model.event,RendererProcess,run,3,1,0
pacman-system2,model.event,Timer,Timer,4,1,0
pacman-system2,model.event,Timer,register,10,1,1
pacman-system2,model.event,Timer,startExecution,9,3,0
pacman-system2,model.event,Timer,pauseExecution,6,2,0
pacman-system2,model.event,Timer,restartExecution,7,2,0
pacman-system2,model.event,WorkerProcess,getTiming,3,1,0
pacman-system2,model.event,WorkerProcess,getStartupDelay,3,1,0
pacman-system2,model.event,WorkerProcess,onLoad,7,1,0
pacman-system2,model.event,WorkerProcess,run,16,2,0
pacman-system2,model.event,WorkerProcess,markDynamicObjectsForRendering,8,3,0
pacman-system2,model.event,WorkerProcess,check,16,4,0
pacman-system2,model.event,WorkerProcess,handlePacmans,6,2,0
pacman-system2,model.event,WorkerProcess,handleCoins,17,6,0
pacman-system2,model.event,WorkerProcess,handleGhosts,5,2,0
pacman-system2,model.event,WorkerProcess,handlePacman,9,3,1
pacman-system2,model.event,WorkerProcess,performCollisions,5,2,0
pacman-system2,model.event,WorkerProcess,performCollision,23,8,1
pacman-system2,model.event,WorkerProcess,handleGhost,45,13,1
pacman-system2,model.exception,BasicUncaughtExceptionHandler,uncaughtException,4,1,2
pacman-system2,model.exception,BasicUncaughtExceptionHandler,uncaught,3,1,1
pacman-system2,model.exception,BasicUncaughtExceptionHandler,handle,3,1,1
pacman-system2,model.exception,ListException,ListException,3,1,1
pacman-system2,model.exception,ListFullException,ListFullException,3,1,1
pacman-system2,model.exception,ObjectAlreadyInListException,ObjectAlreadyInListException,3,1,1
pacman-system2,model.exception,ObjectNotInitializedException,ObjectNotInitializedException,3,1,1
pacman-system2,model.exception,ListFullExceptionTest,testConstruct,9,1,0
pacman-system2,model.exception,ObjectAlreadyInListExceptionTest,testConstruct,6,1,0
pacman-system2,model.exception,ObjectNotInitializedExceptionTest,testConstruct,3,1,0
pacman-system2,view,ImageOrganizer,getInstance,6,2,0
pacman-system2,view,ImageOrganizer,get,32,8,1
pacman-system2,view,ImageOrganizer,ImageOrganizer,52,2,0
pacman-system2,view,KeyboardProcesser,keyTyped,2,1,1
pacman-system2,view,KeyboardProcesser,keyPressed,51,15,1
pacman-system2,view,KeyboardProcesser,keyReleased,2,1,1
pacman-system2,view,MainGui,MainGui,12,1,0
pacman-system2,view,MainGui,initialize,23,2,0
pacman-system2,view,MainGui,initializeComponents,26,1,0
pacman-system2,view,MainGui,initializeListeners,33,4,0
pacman-system2,view,MainGui,windowClosing,4,1,1
pacman-system2,view,MainGui,actionPerformed,15,4,1
pacman-system2,view,MainGui,showPreGame,4,1,0
pacman-system2,view,MainGui,showGame,9,1,0
pacman-system2,view,MainGui,getPnlGame,3,1,0
pacman-system2,view,MainGui,getRenderer,3,1,0
pacman-system2,view,MainGui,onGameOver,17,1,0
pacman-system2,view,MainGui,actionPerformed,10,1,1
pacman-system2,view,MainGui,paintComponent,29,6,1
pacman-system2,view,GamePanel,paintComponent,29,6,1
pacman-system2,view,Renderer,Renderer,9,1,1
pacman-system2,view,Renderer,render,15,2,0
pacman-system2,view,Renderer,drawString,3,1,3
pacman-system2,view,Renderer,markReady,7,2,0
