Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
pacman-system1,nl.tudelft.jpacman.board,Unit,leaveSquare,7,2,0
pacman-system1,nl.tudelft.jpacman.board,Unit,invariant,3,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,getSprite,0,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,squaresAheadOf,8,2,1
pacman-system1,nl.tudelft.jpacman.board,BasicSquare,BasicSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BasicSquare,isAccessibleTo,3,1,1
pacman-system1,nl.tudelft.jpacman.board,BasicSquare,getSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BasicUnit,BasicUnit,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BasicUnit,getSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,setUp,6,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,worldIsRound,4,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,connectedEast,5,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,connectedWest,5,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,connectedNorth,5,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,connectedSouth,5,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardTest,verifyWidth,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardTest,verifyHeight,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardTest,testSquareAt,3,1,2
pacman-system1,nl.tudelft.jpacman.board,OccupantTest,setUp,3,1,0
pacman-system1,nl.tudelft.jpacman.board,OccupantTest,noStartSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.board,OccupantTest,testOccupy,6,1,0
pacman-system1,nl.tudelft.jpacman.board,OccupantTest,testReoccupy,7,1,0
pacman-system1,nl.tudelft.jpacman.board,SquareTest,setUp,3,1,0
pacman-system1,nl.tudelft.jpacman.board,SquareTest,testOccupy,5,1,0
pacman-system1,nl.tudelft.jpacman.board,SquareTest,testLeave,6,1,0
pacman-system1,nl.tudelft.jpacman.board,SquareTest,testOrder,7,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,Game,3,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,start,12,3,0
pacman-system1,nl.tudelft.jpacman.game,Game,stop,9,2,0
pacman-system1,nl.tudelft.jpacman.game,Game,isInProgress,3,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,getPlayers,0,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,getLevel,0,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,move,5,2,2
pacman-system1,nl.tudelft.jpacman.game,Game,levelWon,3,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,levelLost,3,1,0
pacman-system1,nl.tudelft.jpacman.game,GameFactory,GameFactory,3,1,1
pacman-system1,nl.tudelft.jpacman.game,GameFactory,createSinglePlayerGame,3,1,1
pacman-system1,nl.tudelft.jpacman.game,GameFactory,getPlayerFactory,3,1,0
pacman-system1,nl.tudelft.jpacman.game,SinglePlayerGame,SinglePlayerGame,7,1,2
pacman-system1,nl.tudelft.jpacman.game,SinglePlayerGame,getPlayers,3,1,0
pacman-system1,nl.tudelft.jpacman.game,SinglePlayerGame,getLevel,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getGame,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getLevelMap,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,withMapFile,4,1,1
pacman-system1,nl.tudelft.jpacman,Launcher,makeGame,6,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,makeLevel,8,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getMapParser,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getBoardFactory,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getSpriteStore,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getLevelFactory,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getGhostFactory,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getGameFactory,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,getPlayerFactory,3,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,addSinglePlayerKeys,3,1,1
pacman-system1,nl.tudelft.jpacman,Launcher,moveTowardsDirection,7,1,1
pacman-system1,nl.tudelft.jpacman,Launcher,getSinglePlayer,7,2,1
pacman-system1,nl.tudelft.jpacman,Launcher,launch,7,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,dispose,4,1,0
pacman-system1,nl.tudelft.jpacman,Launcher,main,3,1,1
pacman-system1,nl.tudelft.jpacman,PacmanConfigurationException,PacmanConfigurationException,3,1,1
pacman-system1,nl.tudelft.jpacman,PacmanConfigurationException,PacmanConfigurationException,3,1,2
pacman-system1,nl.tudelft.jpacman,LauncherSmokeTest,setUpPacman,4,1,0
pacman-system1,nl.tudelft.jpacman,LauncherSmokeTest,tearDown,3,1,0
pacman-system1,nl.tudelft.jpacman,LauncherSmokeTest,smokeTest,25,1,0
pacman-system1,nl.tudelft.jpacman,LauncherSmokeTest,move,6,2,3
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,CollisionInteractionMap,3,1,0
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,onCollision,3,1,3
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,onCollision,6,2,4
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,addHandler,7,2,3
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,collide,16,4,2
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,getMostSpecificClass,9,3,2
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,getInheritance,19,5,1
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,handleCollision,0,1,2
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,InverseCollisionHandler,3,1,1
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,handleCollision,3,1,2
pacman-system1,nl.tudelft.jpacman.level,CollisionHandler,handleCollision,0,1,2
pacman-system1,nl.tudelft.jpacman.level,InverseCollisionHandler,InverseCollisionHandler,3,1,1
pacman-system1,nl.tudelft.jpacman.level,InverseCollisionHandler,handleCollision,3,1,2
pacman-system1,nl.tudelft.jpacman.level,CollisionMap,collide,0,1,2
pacman-system1,nl.tudelft.jpacman.level,DefaultPlayerInteractionMap,collide,3,1,2
pacman-system1,nl.tudelft.jpacman.level,DefaultPlayerInteractionMap,defaultCollisions,10,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,Level,16,2,4
pacman-system1,nl.tudelft.jpacman.level,Level,addObserver,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Level,removeObserver,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Level,registerPlayer,12,2,1
pacman-system1,nl.tudelft.jpacman.level,Level,getBoard,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,move,21,4,2
pacman-system1,nl.tudelft.jpacman.level,Level,start,10,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,stop,9,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,startNPCs,7,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,stopNPCs,7,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,isInProgress,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,updateObservers,12,5,0
pacman-system1,nl.tudelft.jpacman.level,Level,isAnyPlayerAlive,8,3,0
pacman-system1,nl.tudelft.jpacman.level,Level,remainingPellets,15,5,0
pacman-system1,nl.tudelft.jpacman.level,Level,NpcMoveTask,4,1,2
pacman-system1,nl.tudelft.jpacman.level,Level,run,8,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,levelWon,0,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,levelLost,0,1,0
pacman-system1,nl.tudelft.jpacman.level,NpcMoveTask,NpcMoveTask,4,1,2
pacman-system1,nl.tudelft.jpacman.level,NpcMoveTask,run,8,2,0
pacman-system1,nl.tudelft.jpacman.level,LevelObserver,levelWon,0,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelObserver,levelLost,0,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,LevelFactory,5,1,2
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createLevel,4,1,3
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createGhost,16,5,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,RandomGhost,3,1,1
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,nextAiMove,3,1,0
pacman-system1,nl.tudelft.jpacman.level,RandomGhost,RandomGhost,3,1,1
pacman-system1,nl.tudelft.jpacman.level,RandomGhost,nextAiMove,3,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,MapParser,4,1,2
pacman-system1,nl.tudelft.jpacman.level,MapParser,parseMap,10,1,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,makeGrid,8,3,6
pacman-system1,nl.tudelft.jpacman.level,MapParser,addSquare,26,6,6
pacman-system1,nl.tudelft.jpacman.level,MapParser,makeGhostSquare,6,1,2
pacman-system1,nl.tudelft.jpacman.level,MapParser,parseMap,12,3,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,checkMapFormat,17,6,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,parseMap,9,2,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,parseMap,8,2,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,getBoardCreator,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Pellet,Pellet,4,1,2
pacman-system1,nl.tudelft.jpacman.level,Pellet,getValue,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Pellet,getSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,Player,7,1,2
pacman-system1,nl.tudelft.jpacman.level,Player,isAlive,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,setAlive,9,3,1
pacman-system1,nl.tudelft.jpacman.level,Player,getScore,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,getSprite,6,2,0
pacman-system1,nl.tudelft.jpacman.level,Player,addPoints,3,1,1
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,collide,11,4,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,playerColliding,8,3,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,ghostColliding,5,2,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,pelletColliding,5,2,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,playerVersusGhost,3,1,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,playerVersusPellet,4,1,2
pacman-system1,nl.tudelft.jpacman.level,PlayerFactory,PlayerFactory,3,1,1
pacman-system1,nl.tudelft.jpacman.level,PlayerFactory,createPacMan,3,1,0
pacman-system1,nl.tudelft.jpacman.level,PlayerFactory,getSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,setUp,5,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,noStart,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,stop,4,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,start,4,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,startStop,5,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,registerPlayer,5,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,registerPlayerTwice,6,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,registerSecondPlayer,7,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,registerThirdPlayer,9,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Blinky,Blinky,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Blinky,nextAiMove,14,3,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Clyde,Clyde,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Clyde,nextAiMove,18,4,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,GhostFactory,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,createBlinky,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,createPinky,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,createInky,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,GhostFactory,createClyde,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Inky,Inky,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Inky,nextAiMove,20,4,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Inky,followPath,7,2,2
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,Navigation,2,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,shortestPath,18,4,3
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,addNewTargets,8,3,5
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,findNearest,21,5,2
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,findUnitInBoard,11,4,2
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,findUnit,9,3,2
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,Node,5,1,3
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,getDirection,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,getSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,getParent,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Navigation,getPath,8,2,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,Node,5,1,3
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,getDirection,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,getSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,getParent,3,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Node,getPath,8,2,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,Pinky,Pinky,3,1,1
pacman-system1,nl.tudelft.jpacman.npc.ghost,Pinky,nextAiMove,14,3,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,setUp,4,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testShortestPathEmpty,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testNoShortestPath,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testNoTraveller,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testSimplePath,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testCornerPath,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testNearestUnit,7,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testNoNearestUnit,6,1,0
pacman-system1,nl.tudelft.jpacman.npc.ghost,NavigationTest,testFullSizedLevel,8,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,nextMove,3,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,nextAiMove,0,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,Ghost,5,1,3
pacman-system1,nl.tudelft.jpacman.npc,Ghost,getSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,getInterval,3,1,0
pacman-system1,nl.tudelft.jpacman.npc,Ghost,randomMove,14,4,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,AnimatedSprite,3,1,3
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,AnimatedSprite,9,1,4
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,currentSprite,8,2,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,setAnimating,3,1,1
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,restart,5,1,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,draw,4,1,5
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,split,4,1,4
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,update,18,5,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,getWidth,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,AnimatedSprite,getHeight,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,EmptySprite,draw,2,1,5
pacman-system1,nl.tudelft.jpacman.sprite,EmptySprite,split,3,1,4
pacman-system1,nl.tudelft.jpacman.sprite,EmptySprite,getWidth,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,EmptySprite,getHeight,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,ImageSprite,3,1,1
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,draw,3,1,5
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,split,8,2,4
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,withinImage,3,1,2
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,newImage,4,1,2
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,getWidth,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,ImageSprite,getHeight,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacmanSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPacManDeathAnimation,7,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,directionSprite,11,2,2
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getGhostSprite,5,1,1
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getWallSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getGroundSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,getPelletSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,PacManSprites,loadSprite,8,1,1
pacman-system1,nl.tudelft.jpacman.sprite,Sprite,draw,0,1,5
pacman-system1,nl.tudelft.jpacman.sprite,Sprite,split,0,1,4
pacman-system1,nl.tudelft.jpacman.sprite,Sprite,getWidth,0,1,0
pacman-system1,nl.tudelft.jpacman.sprite,Sprite,getHeight,0,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteStore,SpriteStore,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteStore,loadSprite,8,2,1
pacman-system1,nl.tudelft.jpacman.sprite,SpriteStore,loadSpriteFromResource,9,2,1
pacman-system1,nl.tudelft.jpacman.sprite,SpriteStore,createAnimatedSprite,10,2,4
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,setUp,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,spriteWidth,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,spriteHeight,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,resourceMissing,3,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,animationWidth,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,animationHeight,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,splitWidth,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,splitHeight,4,1,0
pacman-system1,nl.tudelft.jpacman.sprite,SpriteTest,splitOutOfBounds,4,1,0
pacman-system1,nl.tudelft.jpacman.ui,Action,doAction,0,1,0
pacman-system1,nl.tudelft.jpacman.ui,BoardPanel,BoardPanel,11,1,1
pacman-system1,nl.tudelft.jpacman.ui,BoardPanel,paint,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,BoardPanel,render,14,3,3
pacman-system1,nl.tudelft.jpacman.ui,BoardPanel,render,6,2,6
pacman-system1,nl.tudelft.jpacman.ui,ButtonPanel,ButtonPanel,14,2,2
pacman-system1,nl.tudelft.jpacman.ui,PacKeyListener,PacKeyListener,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacKeyListener,keyPressed,7,2,1
pacman-system1,nl.tudelft.jpacman.ui,PacKeyListener,keyTyped,2,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacKeyListener,keyReleased,2,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacManUI,PacManUI,21,2,4
pacman-system1,nl.tudelft.jpacman.ui,PacManUI,start,5,1,0
pacman-system1,nl.tudelft.jpacman.ui,PacManUI,nextFrame,4,1,0
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,PacManUiBuilder,5,1,0
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,build,8,2,1
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,addStopButton,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,addStartButton,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,addKey,6,1,2
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,addButton,7,1,2
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,withDefaultButtons,6,1,0
pacman-system1,nl.tudelft.jpacman.ui,PacManUiBuilder,withScoreFormatter,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,ScorePanel,14,3,1
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,refresh,11,3,0
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,format,0,1,1
pacman-system1,nl.tudelft.jpacman.ui,ScorePanel,setScoreFormatter,4,1,1
pacman-system1,nl.tudelft.jpacman.ui,ScoreFormatter,format,0,1,1
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,getGame,3,1,0
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,theUserHasLaunchedTheJPacmanGUI,4,1,0
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,theUserPressesStart,3,1,0
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,theGameShouldStart,3,1,0
pacman-system1,nl.tudelft.jpacman.e2e.framework.startup,StartupSteps,tearDownUI,3,1,0
pacman-system1,nl.tudelft.jpacman.integration,StartupSystemTest,before,3,1,0
pacman-system1,nl.tudelft.jpacman.integration,StartupSystemTest,after,3,1,0
pacman-system1,nl.tudelft.jpacman.integration,StartupSystemTest,gameIsRunning,5,1,0
pacman-system1,nl.tudelft.jpacman.integration,StartupSystemTest,getGame,3,1,0
