Project Name,Package Name,Type Name,NOF,NOPF,NOM,NOPM,LOC,WMC,NC,DIT,LCOM,FANIN,FANOUT,File path
pacman-system3,pacman_infd.Elements.ExtensionElements,FishElement,7,0,4,3,34,4,0,3,0.5,2,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\FishElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,GrenadeElement,2,0,2,2,22,3,0,2,1.0,2,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\GrenadeElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,PepperElement,6,0,4,3,33,4,0,3,0.5,2,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\PepperElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,PotatoElement,5,0,4,3,35,4,0,3,0.5,2,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\PotatoElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,RedBeanElement,12,0,13,8,125,16,0,3,0.38461538461538464,3,3,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\RedBeanElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,FireTask,0,0,1,1,8,1,0,0,-1.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\RedBeanElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,Projectile,0,0,5,3,43,8,0,2,-1.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\RedBeanElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,TeleporterElement,6,0,8,7,82,9,0,2,0.0,3,2,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\TeleporterElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,NotUsableAction,0,0,1,1,8,1,0,0,-1.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\TeleporterElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,TomatoElement,4,0,4,3,30,4,0,3,0.5,2,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\TomatoElement.java
pacman-system3,pacman_infd.Elements.ExtensionElements,TrapElement,7,0,5,4,54,8,0,3,0.4,2,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Elements\ExtensionElements\TrapElement.java
pacman-system3,pacman_infd.Fileloader,FileLoader,1,0,4,0,58,8,0,0,0.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Fileloader\FileLoader.java
pacman-system3,pacman_infd.Fileloader,LevelManager,1,0,5,3,36,6,0,0,0.0,1,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Fileloader\LevelManager.java
pacman-system3,pacman_infd.Game,BridgeCell,4,0,14,13,169,30,0,1,0.0,2,3,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\BridgeCell.java
pacman-system3,pacman_infd.Game,Cell,8,0,28,23,253,43,1,0,0.07142857142857142,4,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\Cell.java
pacman-system3,pacman_infd.Game,ElementEventListener,0,0,6,6,11,6,1,0,-1.0,0,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\ElementEventListener.java
pacman-system3,pacman_infd.Game,EventHandler,5,0,10,6,125,27,0,1,0.2,1,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\EventHandler.java
pacman-system3,pacman_infd.Game,GameCollisionsMap,1,0,7,2,104,12,0,1,0.42857142857142855,1,2,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameCollisionsMap.java
pacman-system3,pacman_infd.Game,ICollisionAction,0,0,1,0,3,1,0,0,-1.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameCollisionsMap.java
pacman-system3,pacman_infd.Game,GameController,13,0,21,15,191,37,0,1,0.0,5,4,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameController.java
pacman-system3,pacman_infd.Game,GameEventListener,0,0,8,5,15,8,1,0,-1.0,0,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameEventListener.java
pacman-system3,pacman_infd.Game,IGhostAction,0,0,1,0,3,1,0,0,-1.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameEventListener.java
pacman-system3,pacman_infd.Game,GameWorld,35,3,51,21,486,88,0,0,0.1568627450980392,5,24,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameWorld.java
pacman-system3,pacman_infd.Game,IElementBuilder,0,0,1,0,6,1,1,0,-1.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameWorld.java
pacman-system3,pacman_infd.Game,AElementBuilder,0,0,2,1,14,2,0,1,-1.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameWorld.java
pacman-system3,pacman_infd.Game,ICellBuilder,0,0,1,0,6,1,1,0,-1.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameWorld.java
pacman-system3,pacman_infd.Game,ACellBuilder,0,0,2,1,15,2,0,1,-1.0,1,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\GameWorld.java
pacman-system3,pacman_infd.Game,ICollision,0,0,1,0,7,1,1,0,-1.0,0,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\ICollision.java
pacman-system3,pacman_infd.Game,ScorePanel,8,0,10,4,82,10,0,0,0.0,3,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\ScorePanel.java
pacman-system3,pacman_infd.Game,SoundManager,1,0,3,2,34,3,0,0,0.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\SoundManager.java
pacman-system3,pacman_infd.Game,StopWatch,4,0,6,0,44,9,0,0,0.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\StopWatch.java
pacman-system3,pacman_infd.Game,View,11,0,13,8,97,16,0,0,0.38461538461538464,2,2,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Game\View.java
pacman-system3,pacman_infd,Pacman_INFD,0,0,1,1,9,1,0,0,-1.0,0,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Pacman_INFD.java
pacman-system3,pacman_infd,DirectionTest,0,0,1,1,16,1,0,0,-1.0,0,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\test\java\pacman_infd\DirectionTest.java
pacman-system3,pacman_infd,ElementsTest,3,0,5,5,61,5,0,0,0.4,0,6,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\test\java\pacman_infd\ElementsTest.java
pacman-system3,pacman_infd,ExtentionTest,3,0,10,10,119,10,0,0,0.0,0,14,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\test\java\pacman_infd\ExtentionTest.java
pacman-system3,pacman_infd,GamWorldTest,2,0,15,15,108,15,0,0,0.3333333333333333,0,3,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\test\java\pacman_infd\GamWorldTest.java
pacman-system3,pacman_infd,PathFinderTest,3,0,10,10,64,10,0,0,0.5,0,9,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\test\java\pacman_infd\PathFinderTest.java
pacman-system3,pacman_infd.Strategies,ChasePacmanStrategy,1,0,2,2,12,2,0,1,0.0,2,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Strategies\ChasePacmanStrategy.java
pacman-system3,pacman_infd.Strategies,FleeStrategy,2,0,2,2,22,4,0,1,0.0,2,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Strategies\FleeStrategy.java
pacman-system3,pacman_infd.Strategies,MoveRandomStrategy,1,0,1,1,26,4,0,1,0.0,1,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Strategies\MoveRandomStrategy.java
pacman-system3,pacman_infd.Strategies,PathFinder,0,0,7,4,79,17,0,0,-1.0,4,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Strategies\PathFinder.java
pacman-system3,pacman_infd.Strategies,ReturnHomeStrategy,2,0,2,2,14,2,0,1,0.0,2,1,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Strategies\ReturnHomeStrategy.java
pacman-system3,pacman_infd.Strategies,Strategy,0,0,1,1,6,1,4,0,-1.0,0,0,D:\Documents\Cours\MA2\software evolubite\projet\G3-SoftwareEvolution\scripts\..\..\pacman-system3\src\main\java\pacman_infd\Strategies\Strategy.java
