Project Name,Package Name,Type Name,Method Name,LOC,CC,PC
pacman-system1,nl.tudelft.jpacman.board,Square,Square,5,1,0
pacman-system1,nl.tudelft.jpacman.board,Square,getSquareAt,3,1,1
pacman-system1,nl.tudelft.jpacman.board,Square,link,4,1,2
pacman-system1,nl.tudelft.jpacman.board,Square,getOccupants,3,1,0
pacman-system1,nl.tudelft.jpacman.board,Square,getOrderedOccupants,10,3,0
pacman-system1,nl.tudelft.jpacman.board,Square,getGraphicalOrderedOccupants,15,4,0
pacman-system1,nl.tudelft.jpacman.board,Square,isFree,3,1,0
pacman-system1,nl.tudelft.jpacman.board,Square,put,5,1,1
pacman-system1,nl.tudelft.jpacman.board,Square,remove,4,1,1
pacman-system1,nl.tudelft.jpacman.board,Square,invariant,8,3,0
pacman-system1,nl.tudelft.jpacman.board,Square,isAccessibleTo,0,1,1
pacman-system1,nl.tudelft.jpacman.board,Square,canLeaveByDirection,11,5,2
pacman-system1,nl.tudelft.jpacman.board,Square,getSprite,0,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,Unit,5,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,setDirection,3,1,1
pacman-system1,nl.tudelft.jpacman.board,Unit,getDirection,3,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,setVerticalPosition,3,1,1
pacman-system1,nl.tudelft.jpacman.board,Unit,getVerticalPosition,3,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,isMovable,3,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,setMovable,3,1,1
pacman-system1,nl.tudelft.jpacman.board,Unit,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,hasSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,occupy,9,2,1
pacman-system1,nl.tudelft.jpacman.board,Unit,leaveSquare,7,2,0
pacman-system1,nl.tudelft.jpacman.board,Unit,invariant,3,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,getSprite,0,1,0
pacman-system1,nl.tudelft.jpacman.board,Unit,squaresAheadOf,8,2,1
pacman-system1,nl.tudelft.jpacman.board,Unit,setSpawnSquare,3,1,1
pacman-system1,nl.tudelft.jpacman.board,Unit,respawn,6,2,0
pacman-system1,nl.tudelft.jpacman.board,BasicSquare,BasicSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BasicSquare,isAccessibleTo,3,1,1
pacman-system1,nl.tudelft.jpacman.board,BasicSquare,getSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BasicUnit,BasicUnit,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BasicUnit,getSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,setUp,6,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,worldIsRound,4,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,connectedEast,5,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,connectedWest,5,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,connectedNorth,5,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardFactoryTest,connectedSouth,5,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardTest,verifyWidth,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardTest,verifyHeight,3,1,0
pacman-system1,nl.tudelft.jpacman.board,BoardTest,testSquareAt,3,1,2
pacman-system1,nl.tudelft.jpacman.board,OccupantTest,setUp,3,1,0
pacman-system1,nl.tudelft.jpacman.board,OccupantTest,noStartSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.board,OccupantTest,testOccupy,6,1,0
pacman-system1,nl.tudelft.jpacman.board,OccupantTest,testReoccupy,7,1,0
pacman-system1,nl.tudelft.jpacman.board,SquareTest,setUp,3,1,0
pacman-system1,nl.tudelft.jpacman.board,SquareTest,testOccupy,5,1,0
pacman-system1,nl.tudelft.jpacman.board,SquareTest,testLeave,6,1,0
pacman-system1,nl.tudelft.jpacman.board,SquareTest,testOrder,7,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,DfltPlayer,3,1,2
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,DumbSpecialPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,scheduleEffectDuration,3,1,1
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,setUp,9,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,genericSpecialPellet,10,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,stopEffectAfterDurationReset,12,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,grenadeSpecialPellet,13,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,pepperSpecialPellet,12,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,tomatoSpecialPellet,8,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,potatoSpecialPellet,10,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialPelletTest,fishSpecialPellet,12,1,0
pacman-system1,nl.tudelft.jpacman.board,DfltPlayer,DfltPlayer,3,1,2
pacman-system1,nl.tudelft.jpacman.board,DumbSpecialPellet,DumbSpecialPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.board,DumbSpecialPellet,scheduleEffectDuration,3,1,1
pacman-system1,nl.tudelft.jpacman.board,SpecialBoxTest,DfltPlayer,3,1,2
pacman-system1,nl.tudelft.jpacman.board,SpecialBoxTest,setUp,6,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialBoxTest,trapSpecialBox,8,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialBoxTest,teleporterSpecialBox,17,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialBoxTest,bridgeSpecialBoxGetUnitAlign,12,1,0
pacman-system1,nl.tudelft.jpacman.board,SpecialBoxTest,bridgeSpecialBoxSetVerticalOnTaken,16,1,0
pacman-system1,nl.tudelft.jpacman.board,DfltPlayer,DfltPlayer,3,1,2
pacman-system1,nl.tudelft.jpacman.game,Game,Game,3,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,start,12,3,0
pacman-system1,nl.tudelft.jpacman.game,Game,stop,9,2,0
pacman-system1,nl.tudelft.jpacman.game,Game,isInProgress,3,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,getPlayers,0,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,getLevel,0,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,move,5,2,2
pacman-system1,nl.tudelft.jpacman.game,Game,levelWon,3,1,0
pacman-system1,nl.tudelft.jpacman.game,Game,levelLost,3,1,0
pacman-system1,nl.tudelft.jpacman.game,GameFactory,GameFactory,3,1,1
pacman-system1,nl.tudelft.jpacman.game,GameFactory,createSinglePlayerGame,3,1,1
pacman-system1,nl.tudelft.jpacman.game,GameFactory,getPlayerFactory,3,1,0
pacman-system1,nl.tudelft.jpacman.game,SinglePlayerGame,SinglePlayerGame,7,1,2
pacman-system1,nl.tudelft.jpacman.game,SinglePlayerGame,getPlayers,3,1,0
pacman-system1,nl.tudelft.jpacman.game,SinglePlayerGame,getLevel,3,1,0
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,CollisionInteractionMap,3,1,0
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,onCollision,3,1,3
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,onCollision,6,2,4
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,addHandler,7,2,3
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,collide,16,4,2
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,getMostSpecificClass,9,3,2
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,getInheritance,19,5,1
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,handleCollision,0,1,2
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,InverseCollisionHandler,3,1,1
pacman-system1,nl.tudelft.jpacman.level,CollisionInteractionMap,handleCollision,3,1,2
pacman-system1,nl.tudelft.jpacman.level,CollisionHandler,handleCollision,0,1,2
pacman-system1,nl.tudelft.jpacman.level,InverseCollisionHandler,InverseCollisionHandler,3,1,1
pacman-system1,nl.tudelft.jpacman.level,InverseCollisionHandler,handleCollision,3,1,2
pacman-system1,nl.tudelft.jpacman.level,CollisionMap,collide,0,1,2
pacman-system1,nl.tudelft.jpacman.level,DefaultPlayerInteractionMap,setLevel,3,1,1
pacman-system1,nl.tudelft.jpacman.level,DefaultPlayerInteractionMap,collide,3,1,2
pacman-system1,nl.tudelft.jpacman.level,DefaultPlayerInteractionMap,defaultCollisions,27,3,0
pacman-system1,nl.tudelft.jpacman.level,FruitPellet,FruitType,3,1,1
pacman-system1,nl.tudelft.jpacman.level,FruitPellet,FruitPellet,3,1,2
pacman-system1,nl.tudelft.jpacman.level,FruitPellet,onEat,4,1,2
pacman-system1,nl.tudelft.jpacman.level,Level,Level,17,2,4
pacman-system1,nl.tudelft.jpacman.level,Level,addObserver,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Level,removeObserver,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Level,registerPlayer,13,2,1
pacman-system1,nl.tudelft.jpacman.level,Level,setSpawner,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Level,getBoard,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,getOnePlayer,4,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,move,23,6,2
pacman-system1,nl.tudelft.jpacman.level,Level,start,11,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,stop,10,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,startNPCs,7,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,stopNPCs,7,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,startSpawner,7,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,stopSpawner,3,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,isInProgress,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,updateObservers,12,5,0
pacman-system1,nl.tudelft.jpacman.level,Level,isAnyPlayerAlive,8,3,0
pacman-system1,nl.tudelft.jpacman.level,Level,remainingPellets,15,5,0
pacman-system1,nl.tudelft.jpacman.level,Level,getGhosts,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,areGhostsScared,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,scareGhosts,8,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,unscareGhosts,8,3,0
pacman-system1,nl.tudelft.jpacman.level,Level,setScaringTimeLeft,13,4,0
pacman-system1,nl.tudelft.jpacman.level,Level,setScaringTimer,14,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,run,9,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,getScaringTimeLeft,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,NpcMoveTask,4,1,2
pacman-system1,nl.tudelft.jpacman.level,Level,run,8,2,0
pacman-system1,nl.tudelft.jpacman.level,Level,DynamicSpawnTask,4,1,2
pacman-system1,nl.tudelft.jpacman.level,Level,run,4,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,levelWon,0,1,0
pacman-system1,nl.tudelft.jpacman.level,Level,levelLost,0,1,0
pacman-system1,nl.tudelft.jpacman.level,NpcMoveTask,NpcMoveTask,4,1,2
pacman-system1,nl.tudelft.jpacman.level,NpcMoveTask,run,8,2,0
pacman-system1,nl.tudelft.jpacman.level,DynamicSpawnTask,DynamicSpawnTask,4,1,2
pacman-system1,nl.tudelft.jpacman.level,DynamicSpawnTask,run,4,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelObserver,levelWon,0,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelObserver,levelLost,0,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,LevelFactory,6,1,2
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createLevel,8,1,3
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createGhost,22,5,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createPowerPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createFruitPellet,3,1,1
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createTrapBox,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createTeleporterBox,9,2,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createBridgeBox,3,1,1
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createGrenadePellet,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createPepperPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createTomatoPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createPotatoPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,createFishPellet,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,RandomGhost,3,1,1
pacman-system1,nl.tudelft.jpacman.level,LevelFactory,nextAiMove,3,1,0
pacman-system1,nl.tudelft.jpacman.level,RandomGhost,RandomGhost,3,1,1
pacman-system1,nl.tudelft.jpacman.level,RandomGhost,nextAiMove,3,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,MapParser,4,1,2
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquareBuilders,158,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,3,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,5,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,parseMap,11,1,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,makeGrid,14,3,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,addSquare,13,2,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,makeGhostSquare,7,1,2
pacman-system1,nl.tudelft.jpacman.level,MapParser,parseMap,12,3,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,checkMapFormat,17,6,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,parseMap,9,2,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,parseMap,8,2,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,getBoardCreator,3,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,buildSquare,0,1,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,buildSquare,9,1,1
pacman-system1,nl.tudelft.jpacman.level,MapParser,getSquare,0,1,0
pacman-system1,nl.tudelft.jpacman.level,MapParser,AddSquareParameters,8,1,6
pacman-system1,nl.tudelft.jpacman.level,MapParser,MakeGridParameters,8,1,6
pacman-system1,nl.tudelft.jpacman.level,ISquareBuilder,buildSquare,0,1,1
pacman-system1,nl.tudelft.jpacman.level,ADefaultSquareBuilder,buildSquare,9,1,1
pacman-system1,nl.tudelft.jpacman.level,ADefaultSquareBuilder,getSquare,0,1,0
pacman-system1,nl.tudelft.jpacman.level,AddSquareParameters,AddSquareParameters,8,1,6
pacman-system1,nl.tudelft.jpacman.level,MakeGridParameters,MakeGridParameters,8,1,6
pacman-system1,nl.tudelft.jpacman.level,Pellet,Pellet,5,1,2
pacman-system1,nl.tudelft.jpacman.level,Pellet,getValue,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Pellet,getSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Pellet,onEat,4,1,2
pacman-system1,nl.tudelft.jpacman.level,Player,Player,12,1,2
pacman-system1,nl.tudelft.jpacman.level,Player,Player,4,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,isAlive,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,setAlive,17,4,1
pacman-system1,nl.tudelft.jpacman.level,Player,getLifeLeft,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,addLife,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,resetPredatorMod,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,killGhost,5,1,1
pacman-system1,nl.tudelft.jpacman.level,Player,getScore,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,setSprite,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Player,resetSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,getSprite,6,2,0
pacman-system1,nl.tudelft.jpacman.level,Player,addPoints,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Player,setSpeedModifier,7,2,1
pacman-system1,nl.tudelft.jpacman.level,Player,getSpeedModifier,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,resetSpeedModifier,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,getSpeed,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,getSpecialState,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,isOnSpecialState,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,isOnSpecialState,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Player,setSpecialState,3,1,1
pacman-system1,nl.tudelft.jpacman.level,Player,resetSpecialState,3,1,0
pacman-system1,nl.tudelft.jpacman.level,Player,resetWholeState,5,1,0
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,collide,11,4,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,playerColliding,8,3,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,ghostColliding,5,2,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,pelletColliding,5,2,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,playerVersusGhost,3,1,2
pacman-system1,nl.tudelft.jpacman.level,PlayerCollisions,playerVersusPellet,4,1,2
pacman-system1,nl.tudelft.jpacman.level,PlayerFactory,PlayerFactory,3,1,1
pacman-system1,nl.tudelft.jpacman.level,PlayerFactory,createPacMan,3,1,0
pacman-system1,nl.tudelft.jpacman.level,PlayerFactory,createTestPacMand,3,1,0
pacman-system1,nl.tudelft.jpacman.level,PlayerFactory,getSprites,3,1,0
pacman-system1,nl.tudelft.jpacman.level,PowerPellet,PowerPellet,3,1,2
pacman-system1,nl.tudelft.jpacman.level,PowerPellet,onEat,4,1,2
pacman-system1,nl.tudelft.jpacman.level,SpecialUnitySpawner,SpecialUnitySpawner,3,1,1
pacman-system1,nl.tudelft.jpacman.level,SpecialUnitySpawner,trySpawnSpecial,14,3,1
pacman-system1,nl.tudelft.jpacman.level,SpecialUnitySpawner,trySpawnSpecial,7,2,0
pacman-system1,nl.tudelft.jpacman.level,SpecialUnitySpawner,getBonus,13,4,0
pacman-system1,nl.tudelft.jpacman.level,SpecialUnitySpawner,getPenalty,9,2,0
pacman-system1,nl.tudelft.jpacman.level,SpecialUnitySpawner,placeBox,29,5,0
pacman-system1,nl.tudelft.jpacman.level,SpecialUnitySpawner,placePellet,6,1,1
pacman-system1,nl.tudelft.jpacman.level,SpecialUnitySpawner,setLevel,5,1,1
pacman-system1,nl.tudelft.jpacman.level,LevelTest,setUp,5,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,noStart,3,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,stop,4,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,start,4,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,startStop,5,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,registerPlayer,5,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,registerPlayerTwice,6,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,registerSecondPlayer,7,1,0
pacman-system1,nl.tudelft.jpacman.level,LevelTest,registerThirdPlayer,9,1,0
pacman-system1,nl.tudelft.jpacman.level.specialbox,SpecialBox,SpecialBox,4,1,1
pacman-system1,nl.tudelft.jpacman.level.specialbox,SpecialBox,getSprite,3,1,0
pacman-system1,nl.tudelft.jpacman.level.specialbox,SpecialBox,onTake,3,1,2
pacman-system1,nl.tudelft.jpacman.level.specialbox,TrapBox,TrapBox,4,1,1
pacman-system1,nl.tudelft.jpacman.level.specialbox,TrapBox,onTake,5,1,2
pacman-system1,nl.tudelft.jpacman.level.specialbox,TrapBox,StopTrapEffect,4,1,1
pacman-system1,nl.tudelft.jpacman.level.specialbox,TrapBox,run,3,1,0
pacman-system1,nl.tudelft.jpacman.level.specialbox,StopTrapEffect,StopTrapEffect,4,1,1
pacman-system1,nl.tudelft.jpacman.level.specialbox,StopTrapEffect,run,3,1,0
pacman-system1,nl.tudelft.jpacman.level.specialbox,TeleporterBox,TeleporterBox,4,1,2
pacman-system1,nl.tudelft.jpacman.level.specialbox,TeleporterBox,TeleporterBox,3,1,1
pacman-system1,nl.tudelft.jpacman.level.specialbox,TeleporterBox,teleportToLinked,3,1,1
pacman-system1,nl.tudelft.jpacman.level.specialbox,TeleporterBox,onTake,5,2,2
pacman-system1,nl.tudelft.jpacman.level.specialbox,TeleporterBox,setLinked,4,2,1
pacman-system1,nl.tudelft.jpacman.level.specialbox,TeleporterBox,isLinked,3,1,0
pacman-system1,nl.tudelft.jpacman.level.specialbox,BridgeBox,BridgeBox,4,1,2
pacman-system1,nl.tudelft.jpacman.level.specialbox,BridgeBox,changeLevelUsingComingDir,12,4,1
pacman-system1,nl.tudelft.jpacman.level.specialbox,BridgeBox,onTake,4,1,2
pacman-system1,nl.tudelft.jpacman.level.specialbox,BridgeBox,getAlignForLevel,10,4,1
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PepperPellet,PepperPellet,3,1,2
pacman-system1,nl.tudelft.jpacman.level.specialpellet,PepperPellet,getDuration,3,1,1
